,INDEX_COLUMN,DESTPORT,PROTOCOL,SERVICE
2454,2454,443,TCP,HTTPS
2455,2455,443,TCP,HTTPS
2456,2456,443,TCP,HTTPS
2457,2457,443,TCP,HTTPS
2458,2458,443,TCP,HTTPS
2459,2459,443,TCP,HTTPS
2460,2460,443,TCP,HTTPS
2461,2461,443,TCP,HTTPS
2462,2462,443,TCP,HTTPS
2463,2463,443,TCP,HTTPS
2464,2464,443,TCP,HTTPS
2465,2465,443,TCP,HTTPS
2466,2466,443,UDP,HTTPS
2467,2467,443,UDP,HTTPS
2468,2468,443,UDP,HTTPS
2469,2469,443,UDP,HTTPS
2470,2470,443,TCP,HTTPS
2471,2471,443,TCP,HTTPS
2472,2472,443,TCP,HTTPS
2473,2473,443,TCP,HTTPS
2474,2474,443,TCP,HTTPS
2475,2475,443,TCP,HTTPS
2476,2476,80,UDP,HTTP
2477,2477,80,UDP,HTTP
2478,2478,443,TCP,HTTPS
2479,2479,443,TCP,HTTPS
2480,2480,443,TCP,HTTPS
2481,2481,443,TCP,HTTPS
2482,2482,443,TCP,HTTPS
2483,2483,443,TCP,HTTPS
2484,2484,443,TCP,HTTPS
2485,2485,443,TCP,HTTPS
2486,2486,443,TCP,HTTPS
2487,2487,443,TCP,HTTPS
2488,2488,443,TCP,HTTPS
2489,2489,443,TCP,HTTPS
2490,2490,443,TCP,HTTPS
2491,2491,443,TCP,HTTPS
2492,2492,443,TCP,HTTPS
2493,2493,443,TCP,HTTPS
2494,2494,443,TCP,HTTPS
2495,2495,443,TCP,HTTPS
2496,2496,1344,TCP,ICAP
2497,2497,443,TCP,HTTPS
2498,2498,443,TCP,HTTPS
2499,2499,1344,TCP,ICAP
2500,2500,1344,TCP,ICAP
2501,2501,1344,TCP,ICAP
2502,2502,1344,TCP,ICAP
2503,2503,1344,TCP,ICAP
2504,2504,1344,TCP,ICAP
2505,2505,1344,TCP,ICAP
2506,2506,443,TCP,HTTPS
2507,2507,443,TCP,HTTPS
2508,2508,443,UDP,HTTPS
2509,2509,443,UDP,HTTPS
2510,2510,5222,TCP,XMPP
2511,2511,5222,TCP,XMPP
2512,2512,443,TCP,HTTPS
2513,2513,443,TCP,HTTPS
2514,2514,80,TCP,HTTP
2515,2515,80,TCP,HTTP
2516,2516,443,TCP,HTTPS
2517,2517,443,TCP,HTTPS
2518,2518,80,TCP,HTTP
2519,2519,80,TCP,HTTP
2520,2520,443,TCP,HTTPS
2521,2521,443,TCP,HTTPS
2522,2522,443,TCP,HTTPS
2523,2523,443,TCP,HTTPS
2524,2524,443,TCP,HTTPS
2525,2525,443,TCP,HTTPS
2526,2526,443,TCP,HTTPS
2527,2527,443,TCP,HTTPS
2528,2528,443,TCP,HTTPS
2529,2529,443,TCP,HTTPS
2530,2530,5222,TCP,XMPP
2531,2531,5222,TCP,XMPP
2532,2532,443,TCP,HTTPS
2533,2533,443,TCP,HTTPS
2534,2534,443,TCP,HTTPS
2535,2535,443,TCP,HTTPS
2536,2536,80,TCP,HTTP
2537,2537,80,TCP,HTTP
2538,2538,80,TCP,HTTP
2539,2539,80,TCP,HTTP
2540,2540,443,TCP,HTTPS
2541,2541,443,TCP,HTTPS
2542,2542,80,TCP,HTTP
2543,2543,80,TCP,HTTP
2544,2544,443,TCP,HTTPS
2545,2545,5222,TCP,XMPP
2546,2546,5222,TCP,XMPP
2547,2547,443,TCP,HTTPS
2548,2548,443,TCP,HTTPS
2549,2549,443,TCP,HTTPS
2550,2550,443,TCP,HTTPS
2551,2551,443,TCP,HTTPS
2552,2552,443,TCP,HTTPS
2553,2553,443,TCP,HTTPS
2554,2554,443,TCP,HTTPS
2555,2555,80,TCP,HTTP
2556,2556,80,TCP,HTTP
2557,2557,80,TCP,HTTP
2558,2558,80,TCP,HTTP
2559,2559,443,TCP,HTTPS
2560,2560,443,TCP,HTTPS
2561,2561,80,TCP,HTTP
2562,2562,80,TCP,HTTP
2563,2563,443,UDP,HTTPS
2564,2564,443,UDP,HTTPS
2565,2565,443,TCP,HTTPS
2566,2566,443,TCP,HTTPS
2567,2567,443,TCP,HTTPS
2568,2568,443,TCP,HTTPS
2569,2569,443,TCP,HTTPS
2570,2570,443,TCP,HTTPS
2571,2571,443,TCP,HTTPS
2572,2572,443,TCP,HTTPS
2573,2573,443,TCP,HTTPS
2574,2574,443,TCP,HTTPS
2575,2575,80,TCP,HTTP
2576,2576,80,TCP,HTTP
2577,2577,443,TCP,HTTPS
2578,2578,443,TCP,HTTPS
2579,2579,80,TCP,HTTP
2580,2580,80,TCP,HTTP
2581,2581,443,TCP,HTTPS
2582,2582,443,TCP,HTTPS
2583,2583,443,TCP,HTTPS
2584,2584,443,TCP,HTTPS
2585,2585,443,TCP,HTTPS
2586,2586,443,TCP,HTTPS
2587,2587,80,TCP,HTTP
2588,2588,80,TCP,HTTP
2589,2589,5222,TCP,XMPP
2590,2590,5222,TCP,XMPP
2591,2591,443,TCP,HTTPS
2592,2592,443,TCP,HTTPS
2593,2593,443,TCP,HTTPS
2594,2594,443,TCP,HTTPS
2595,2595,443,TCP,HTTPS
2596,2596,443,TCP,HTTPS
2597,2597,443,TCP,HTTPS
2598,2598,443,TCP,HTTPS
2599,2599,443,TCP,HTTPS
2600,2600,443,TCP,HTTPS
2601,2601,443,TCP,HTTPS
2602,2602,443,TCP,HTTPS
2603,2603,443,TCP,HTTPS
2604,2604,443,TCP,HTTPS
2605,2605,443,TCP,HTTPS
2606,2606,443,TCP,HTTPS
2607,2607,443,UDP,HTTPS
2608,2608,443,UDP,HTTPS
2609,2609,5222,TCP,XMPP
2610,2610,5222,TCP,XMPP
2611,2611,443,TCP,HTTPS
2612,2612,443,TCP,HTTPS
2613,2613,443,TCP,HTTPS
2614,2614,443,TCP,HTTPS
2615,2615,80,TCP,HTTP
2616,2616,80,TCP,HTTP
2617,2617,443,TCP,HTTPS
2618,2618,443,TCP,HTTPS
2619,2619,443,TCP,HTTPS
2620,2620,443,TCP,HTTPS
2621,2621,443,TCP,HTTPS
2622,2622,443,TCP,HTTPS
2623,2623,443,TCP,HTTPS
2624,2624,443,TCP,HTTPS
2625,2625,443,TCP,HTTPS
2626,2626,443,TCP,HTTPS
2627,2627,443,TCP,HTTPS
2628,2628,443,TCP,HTTPS
2629,2629,443,TCP,HTTPS
2630,2630,443,TCP,HTTPS
2631,2631,443,TCP,HTTPS
2632,2632,443,TCP,HTTPS
2633,2633,443,TCP,HTTPS
2634,2634,443,TCP,HTTPS
2635,2635,443,TCP,HTTPS
2636,2636,443,TCP,HTTPS
2637,2637,443,TCP,HTTPS
2638,2638,443,TCP,HTTPS
2639,2639,443,TCP,HTTPS
2640,2640,443,TCP,HTTPS
2641,2641,443,TCP,HTTPS
2642,2642,443,TCP,HTTPS
2643,2643,443,TCP,HTTPS
2644,2644,443,TCP,HTTPS
2645,2645,443,TCP,HTTPS
2646,2646,443,TCP,HTTPS
2647,2647,443,TCP,HTTPS
2648,2648,443,TCP,HTTPS
2649,2649,443,TCP,HTTPS
2650,2650,443,TCP,HTTPS
2651,2651,443,TCP,HTTPS
2652,2652,443,TCP,HTTPS
2653,2653,443,UDP,HTTPS
2654,2654,443,UDP,HTTPS
2655,2655,443,TCP,HTTPS
2656,2656,443,TCP,HTTPS
2657,2657,443,TCP,HTTPS
2658,2658,443,TCP,HTTPS
2659,2659,443,TCP,HTTPS
2660,2660,443,TCP,HTTPS
2661,2661,443,TCP,HTTPS
2662,2662,443,TCP,HTTPS
2663,2663,443,TCP,HTTPS
2664,2664,443,TCP,HTTPS
2665,2665,443,TCP,HTTPS
2666,2666,443,TCP,HTTPS
2667,2667,443,TCP,HTTPS
2668,2668,443,TCP,HTTPS
2669,2669,443,TCP,HTTPS
2670,2670,443,TCP,HTTPS
2671,2671,443,TCP,HTTPS
2672,2672,443,TCP,HTTPS
2673,2673,443,TCP,HTTPS
2674,2674,443,TCP,HTTPS
2675,2675,443,TCP,HTTPS
2676,2676,443,TCP,HTTPS
2677,2677,80,TCP,HTTP
2678,2678,80,TCP,HTTP
2679,2679,443,TCP,HTTPS
2680,2680,443,TCP,HTTPS
2681,2681,443,TCP,HTTPS
2682,2682,443,TCP,HTTPS
2683,2683,443,TCP,HTTPS
2684,2684,443,TCP,HTTPS
2685,2685,443,TCP,HTTPS
2686,2686,443,TCP,HTTPS
2687,2687,443,TCP,HTTPS
2688,2688,443,TCP,HTTPS
2689,2689,443,UDP,HTTPS
2690,2690,443,UDP,HTTPS
2691,2691,443,TCP,HTTPS
2692,2692,443,TCP,HTTPS
2693,2693,443,TCP,HTTPS
2694,2694,443,TCP,HTTPS
2695,2695,443,TCP,HTTPS
2696,2696,443,TCP,HTTPS
2697,2697,443,TCP,HTTPS
2698,2698,443,TCP,HTTPS
2699,2699,443,TCP,HTTPS
2700,2700,443,TCP,HTTPS
2701,2701,443,TCP,HTTPS
2702,2702,443,TCP,HTTPS
2703,2703,443,TCP,HTTPS
2704,2704,443,TCP,HTTPS
2705,2705,443,TCP,HTTPS
2706,2706,443,TCP,HTTPS
2707,2707,5060,UDP,SIP
2708,2708,5060,UDP,SIP
2709,2709,443,TCP,HTTPS
2710,2710,443,TCP,HTTPS
2711,2711,80,TCP,HTTP
2712,2712,80,TCP,HTTP
2713,2713,443,TCP,HTTPS
2714,2714,443,TCP,HTTPS
2715,2715,443,TCP,HTTPS
2716,2716,443,TCP,HTTPS
2717,2717,443,UDP,HTTPS
2718,2718,443,UDP,HTTPS
2719,2719,443,TCP,HTTPS
2720,2720,443,UDP,HTTPS
2721,2721,443,UDP,HTTPS
2722,2722,443,TCP,HTTPS
2723,2723,443,TCP,HTTPS
2724,2724,443,TCP,HTTPS
2725,2725,443,TCP,HTTPS
2726,2726,443,TCP,HTTPS
2727,2727,443,TCP,HTTPS
2728,2728,5222,TCP,XMPP
2729,2729,5222,TCP,XMPP
2730,2730,443,TCP,HTTPS
2731,2731,443,TCP,HTTPS
2732,2732,443,TCP,HTTPS
2733,2733,443,TCP,HTTPS
2734,2734,443,TCP,HTTPS
2735,2735,443,TCP,HTTPS
2736,2736,443,TCP,HTTPS
2737,2737,443,TCP,HTTPS
2738,2738,443,TCP,HTTPS
2739,2739,443,TCP,HTTPS
2740,2740,443,TCP,HTTPS
2741,2741,443,TCP,HTTPS
2742,2742,80,TCP,HTTP
2743,2743,80,TCP,HTTP
2744,2744,443,TCP,HTTPS
2745,2745,443,TCP,HTTPS
2746,2746,443,TCP,HTTPS
2747,2747,443,TCP,HTTPS
2748,2748,443,TCP,HTTPS
2749,2749,443,TCP,HTTPS
2750,2750,443,TCP,HTTPS
2751,2751,443,TCP,HTTPS
2752,2752,443,TCP,HTTPS
2753,2753,443,TCP,HTTPS
2754,2754,443,UDP,HTTPS
2755,2755,443,UDP,HTTPS
2756,2756,443,UDP,HTTPS
2757,2757,443,UDP,HTTPS
2758,2758,443,TCP,HTTPS
2759,2759,443,TCP,HTTPS
2760,2760,443,TCP,HTTPS
2761,2761,443,TCP,HTTPS
2762,2762,443,TCP,HTTPS
2763,2763,443,TCP,HTTPS
2764,2764,5222,TCP,XMPP
2765,2765,5222,TCP,XMPP
2766,2766,443,TCP,HTTPS
2767,2767,443,TCP,HTTPS
2768,2768,443,TCP,HTTPS
2769,2769,443,TCP,HTTPS
2770,2770,443,TCP,HTTPS
2771,2771,443,TCP,HTTPS
2772,2772,443,TCP,HTTPS
2773,2773,443,TCP,HTTPS
2774,2774,443,TCP,HTTPS
2775,2775,443,TCP,HTTPS
2776,2776,443,UDP,HTTPS
2777,2777,443,UDP,HTTPS
2778,2778,443,UDP,HTTPS
2779,2779,443,UDP,HTTPS
2780,2780,443,TCP,HTTPS
2781,2781,443,TCP,HTTPS
2782,2782,443,TCP,HTTPS
2783,2783,443,TCP,HTTPS
2784,2784,443,TCP,HTTPS
2785,2785,443,TCP,HTTPS
2786,2786,443,TCP,HTTPS
2787,2787,443,TCP,HTTPS
2788,2788,443,TCP,HTTPS
2789,2789,443,TCP,HTTPS
2790,2790,443,TCP,HTTPS
2791,2791,443,TCP,HTTPS
2792,2792,443,TCP,HTTPS
2793,2793,443,TCP,HTTPS
2794,2794,443,UDP,HTTPS
2795,2795,443,UDP,HTTPS
2796,2796,443,TCP,HTTPS
2797,2797,443,TCP,HTTPS
2798,2798,443,TCP,HTTPS
2799,2799,443,TCP,HTTPS
2800,2800,443,TCP,HTTPS
2801,2801,443,TCP,HTTPS
2802,2802,443,TCP,HTTPS
2803,2803,443,TCP,HTTPS
2804,2804,443,TCP,HTTPS
2805,2805,443,TCP,HTTPS
2806,2806,443,TCP,HTTPS
2807,2807,443,TCP,HTTPS
2808,2808,443,TCP,HTTPS
2809,2809,443,TCP,HTTPS
2810,2810,443,UDP,HTTPS
2811,2811,443,UDP,HTTPS
2812,2812,443,TCP,HTTPS
2813,2813,443,TCP,HTTPS
2814,2814,80,TCP,HTTP
2815,2815,80,TCP,HTTP
2816,2816,443,TCP,HTTPS
2817,2817,443,TCP,HTTPS
2818,2818,443,TCP,HTTPS
2819,2819,443,TCP,HTTPS
2820,2820,443,TCP,HTTPS
2821,2821,443,TCP,HTTPS
2822,2822,443,TCP,HTTPS
2823,2823,443,TCP,HTTPS
2824,2824,443,TCP,HTTPS
2825,2825,443,TCP,HTTPS
2826,2826,443,TCP,HTTPS
2827,2827,443,TCP,HTTPS
2828,2828,443,TCP,HTTPS
2829,2829,443,TCP,HTTPS
2830,2830,443,TCP,HTTPS
2831,2831,443,TCP,HTTPS
2832,2832,443,UDP,HTTPS
2833,2833,443,UDP,HTTPS
2834,2834,443,TCP,HTTPS
2835,2835,443,TCP,HTTPS
2836,2836,443,TCP,HTTPS
2837,2837,443,TCP,HTTPS
2838,2838,80,TCP,HTTP
2839,2839,80,TCP,HTTP
2840,2840,443,TCP,HTTPS
2841,2841,443,TCP,HTTPS
2842,2842,443,TCP,HTTPS
2843,2843,443,TCP,HTTPS
2844,2844,443,TCP,HTTPS
2845,2845,443,TCP,HTTPS
2846,2846,443,TCP,HTTPS
2847,2847,443,TCP,HTTPS
2848,2848,443,TCP,HTTPS
2849,2849,443,TCP,HTTPS
2850,2850,443,TCP,HTTPS
2851,2851,443,TCP,HTTPS
2852,2852,443,TCP,HTTPS
2853,2853,443,TCP,HTTPS
2854,2854,443,TCP,HTTPS
2855,2855,443,TCP,HTTPS
2856,2856,443,TCP,HTTPS
2857,2857,443,TCP,HTTPS
2858,2858,443,TCP,HTTPS
2859,2859,443,TCP,HTTPS
2860,2860,443,TCP,HTTPS
2861,2861,443,TCP,HTTPS
2862,2862,443,TCP,HTTPS
2863,2863,443,TCP,HTTPS
2864,2864,443,TCP,HTTPS
2865,2865,443,TCP,HTTPS
2866,2866,443,TCP,HTTPS
2867,2867,443,TCP,HTTPS
2868,2868,443,TCP,HTTPS
2869,2869,443,TCP,HTTPS
2870,2870,443,TCP,HTTPS
2871,2871,443,TCP,HTTPS
2872,2872,443,TCP,HTTPS
2873,2873,443,TCP,HTTPS
2874,2874,443,TCP,HTTPS
2875,2875,443,TCP,HTTPS
2876,2876,443,TCP,HTTPS
2877,2877,443,TCP,HTTPS
2878,2878,443,TCP,HTTPS
2879,2879,443,TCP,HTTPS
2880,2880,993,TCP,IMAP4
2881,2881,993,TCP,IMAP4
2882,2882,443,TCP,HTTPS
2883,2883,443,TCP,HTTPS
2884,2884,80,TCP,HTTP
2885,2885,80,TCP,HTTP
2886,2886,443,TCP,HTTPS
2887,2887,443,TCP,HTTPS
2888,2888,443,TCP,HTTPS
2889,2889,443,TCP,HTTPS
2890,2890,443,TCP,HTTPS
2891,2891,443,TCP,HTTPS
2892,2892,443,UDP,HTTPS
2893,2893,443,UDP,HTTPS
2894,2894,5222,TCP,XMPP
2895,2895,5222,TCP,XMPP
2896,2896,443,TCP,HTTPS
2897,2897,443,TCP,HTTPS
2898,2898,443,TCP,HTTPS
2899,2899,443,TCP,HTTPS
2900,2900,443,TCP,HTTPS
2901,2901,443,TCP,HTTPS
2902,2902,443,TCP,HTTPS
2903,2903,443,TCP,HTTPS
2904,2904,80,TCP,HTTP
2905,2905,80,TCP,HTTP
2906,2906,443,TCP,HTTPS
2907,2907,443,TCP,HTTPS
2908,2908,443,TCP,HTTPS
2909,2909,443,TCP,HTTPS
2910,2910,443,TCP,HTTPS
2911,2911,443,TCP,HTTPS
2912,2912,443,TCP,HTTPS
2913,2913,443,TCP,HTTPS
2914,2914,443,TCP,HTTPS
2915,2915,443,TCP,HTTPS
2916,2916,443,UDP,HTTPS
2917,2917,443,UDP,HTTPS
2918,2918,443,TCP,HTTPS
2919,2919,443,TCP,HTTPS
2920,2920,443,TCP,HTTPS
2921,2921,443,TCP,HTTPS
2922,2922,443,TCP,HTTPS
2923,2923,443,TCP,HTTPS
2924,2924,443,TCP,HTTPS
2925,2925,443,TCP,HTTPS
2926,2926,443,TCP,HTTPS
2927,2927,443,TCP,HTTPS
2928,2928,443,TCP,HTTPS
2929,2929,443,TCP,HTTPS
2930,2930,443,TCP,HTTPS
2931,2931,443,TCP,HTTPS
2932,2932,443,TCP,HTTPS
2933,2933,443,TCP,HTTPS
2934,2934,443,TCP,HTTPS
2935,2935,443,TCP,HTTPS
2936,2936,443,TCP,HTTPS
2937,2937,443,TCP,HTTPS
2938,2938,443,TCP,HTTPS
2939,2939,443,TCP,HTTPS
2940,2940,443,TCP,HTTPS
2941,2941,443,TCP,HTTPS
2942,2942,443,TCP,HTTPS
2943,2943,443,TCP,HTTPS
2944,2944,80,TCP,HTTP
2945,2945,80,TCP,HTTP
2946,2946,443,TCP,HTTPS
2947,2947,443,TCP,HTTPS
2948,2948,443,TCP,HTTPS
2949,2949,443,TCP,HTTPS
2950,2950,5222,TCP,XMPP
2951,2951,5222,TCP,XMPP
2952,2952,443,TCP,HTTPS
2953,2953,443,TCP,HTTPS
2954,2954,80,TCP,HTTP
2955,2955,80,TCP,HTTP
2956,2956,443,TCP,HTTPS
2957,2957,443,TCP,HTTPS
2958,2958,443,TCP,HTTPS
2959,2959,443,TCP,HTTPS
2960,2960,5222,TCP,XMPP
2961,2961,5222,TCP,XMPP
2962,2962,443,TCP,HTTPS
2963,2963,443,TCP,HTTPS
2964,2964,443,TCP,HTTPS
2965,2965,443,TCP,HTTPS
2966,2966,443,UDP,HTTPS
2967,2967,443,UDP,HTTPS
2968,2968,443,TCP,HTTPS
2969,2969,443,TCP,HTTPS
2970,2970,443,TCP,HTTPS
2971,2971,443,TCP,HTTPS
2972,2972,443,TCP,HTTPS
2973,2973,443,TCP,HTTPS
2974,2974,443,TCP,HTTPS
2975,2975,443,TCP,HTTPS
2976,2976,443,TCP,HTTPS
2977,2977,443,TCP,HTTPS
2978,2978,443,TCP,HTTPS
2979,2979,443,TCP,HTTPS
2980,2980,80,TCP,HTTP
2981,2981,80,TCP,HTTP
2982,2982,443,TCP,HTTPS
2983,2983,443,TCP,HTTPS
2984,2984,443,UDP,HTTPS
2985,2985,443,UDP,HTTPS
2986,2986,443,TCP,HTTPS
2987,2987,443,TCP,HTTPS
2988,2988,443,TCP,HTTPS
2989,2989,443,TCP,HTTPS
2990,2990,993,TCP,IMAP4
2991,2991,993,TCP,IMAP4
2992,2992,443,TCP,HTTPS
2993,2993,443,TCP,HTTPS
2994,2994,443,TCP,HTTPS
2995,2995,443,TCP,HTTPS
2996,2996,5222,TCP,XMPP
2997,2997,5222,TCP,XMPP
2998,2998,443,TCP,HTTPS
2999,2999,443,TCP,HTTPS
3000,3000,443,TCP,HTTPS
3001,3001,443,TCP,HTTPS
3002,3002,443,TCP,HTTPS
3003,3003,443,TCP,HTTPS
3004,3004,443,TCP,HTTPS
3005,3005,443,TCP,HTTPS
3006,3006,443,TCP,HTTPS
3007,3007,443,TCP,HTTPS
3008,3008,443,TCP,HTTPS
3009,3009,443,TCP,HTTPS
3010,3010,443,TCP,HTTPS
3011,3011,443,TCP,HTTPS
3012,3012,443,TCP,HTTPS
3013,3013,443,TCP,HTTPS
3014,3014,443,TCP,HTTPS
3015,3015,443,TCP,HTTPS
3016,3016,443,TCP,HTTPS
3017,3017,443,TCP,HTTPS
3018,3018,5222,TCP,XMPP
3019,3019,5222,TCP,XMPP
3020,3020,80,TCP,HTTP
3021,3021,80,TCP,HTTP
3022,3022,443,TCP,HTTPS
3023,3023,443,TCP,HTTPS
3024,3024,443,UDP,HTTPS
3025,3025,443,UDP,HTTPS
3026,3026,443,TCP,HTTPS
3027,3027,443,TCP,HTTPS
3028,3028,443,TCP,HTTPS
3029,3029,443,TCP,HTTPS
3030,3030,443,TCP,HTTPS
3031,3031,443,TCP,HTTPS
3032,3032,443,TCP,HTTPS
3033,3033,443,TCP,HTTPS
3034,3034,443,TCP,HTTPS
3035,3035,443,TCP,HTTPS
3036,3036,443,TCP,HTTPS
3037,3037,443,TCP,HTTPS
3038,3038,443,TCP,HTTPS
3039,3039,443,TCP,HTTPS
3040,3040,443,TCP,HTTPS
3041,3041,443,TCP,HTTPS
3042,3042,443,TCP,HTTPS
3043,3043,443,TCP,HTTPS
3044,3044,443,TCP,HTTPS
3045,3045,443,TCP,HTTPS
3046,3046,443,TCP,HTTPS
3047,3047,443,TCP,HTTPS
3048,3048,443,TCP,HTTPS
3049,3049,443,TCP,HTTPS
3050,3050,443,TCP,HTTPS
3051,3051,443,TCP,HTTPS
3052,3052,443,TCP,HTTPS
3053,3053,443,TCP,HTTPS
3054,3054,1344,TCP,ICAP
3055,3055,1344,TCP,ICAP
3056,3056,80,TCP,HTTP
3057,3057,80,TCP,HTTP
3058,3058,443,TCP,HTTPS
3059,3059,443,TCP,HTTPS
3060,3060,443,TCP,HTTPS
3061,3061,443,TCP,HTTPS
3062,3062,443,TCP,HTTPS
3063,3063,443,TCP,HTTPS
3064,3064,443,TCP,HTTPS
3065,3065,443,TCP,HTTPS
3066,3066,443,TCP,HTTPS
3067,3067,443,TCP,HTTPS
3068,3068,443,TCP,HTTPS
3069,3069,443,TCP,HTTPS
3070,3070,443,TCP,HTTPS
3071,3071,443,TCP,HTTPS
3072,3072,443,TCP,HTTPS
3073,3073,443,TCP,HTTPS
3074,3074,443,TCP,HTTPS
3075,3075,443,TCP,HTTPS
3076,3076,443,TCP,HTTPS
3077,3077,443,TCP,HTTPS
3078,3078,443,TCP,HTTPS
3079,3079,443,TCP,HTTPS
3080,3080,443,TCP,HTTPS
3081,3081,443,TCP,HTTPS
3082,3082,443,TCP,HTTPS
3083,3083,443,TCP,HTTPS
3084,3084,443,TCP,HTTPS
3085,3085,443,TCP,HTTPS
3086,3086,443,UDP,HTTPS
3087,3087,443,UDP,HTTPS
3088,3088,443,TCP,HTTPS
3089,3089,443,TCP,HTTPS
3090,3090,443,TCP,HTTPS
3091,3091,443,TCP,HTTPS
3092,3092,443,TCP,HTTPS
3093,3093,443,TCP,HTTPS
3094,3094,443,TCP,HTTPS
3095,3095,443,TCP,HTTPS
3096,3096,443,UDP,HTTPS
3097,3097,443,UDP,HTTPS
3098,3098,5222,TCP,XMPP
3099,3099,5222,TCP,XMPP
3100,3100,443,TCP,HTTPS
3101,3101,443,TCP,HTTPS
3102,3102,5222,TCP,XMPP
3103,3103,5222,TCP,XMPP
3104,3104,443,TCP,HTTPS
3105,3105,443,TCP,HTTPS
3106,3106,443,TCP,HTTPS
3107,3107,443,TCP,HTTPS
3108,3108,443,TCP,HTTPS
3109,3109,443,TCP,HTTPS
3110,3110,443,TCP,HTTPS
3111,3111,443,TCP,HTTPS
3112,3112,443,TCP,HTTPS
3113,3113,443,TCP,HTTPS
3114,3114,443,UDP,HTTPS
3115,3115,443,UDP,HTTPS
3116,3116,443,TCP,HTTPS
3117,3117,443,TCP,HTTPS
3118,3118,443,TCP,HTTPS
3119,3119,443,TCP,HTTPS
3120,3120,443,TCP,HTTPS
3121,3121,443,TCP,HTTPS
3122,3122,443,TCP,HTTPS
3123,3123,443,TCP,HTTPS
3124,3124,443,TCP,HTTPS
3125,3125,443,TCP,HTTPS
3126,3126,443,TCP,HTTPS
3127,3127,443,TCP,HTTPS
3128,3128,443,UDP,HTTPS
3129,3129,443,UDP,HTTPS
3130,3130,443,TCP,HTTPS
3131,3131,443,TCP,HTTPS
3132,3132,443,TCP,HTTPS
3133,3133,443,TCP,HTTPS
3134,3134,443,TCP,HTTPS
3135,3135,443,TCP,HTTPS
3136,3136,443,TCP,HTTPS
3137,3137,443,TCP,HTTPS
3138,3138,443,TCP,HTTPS
3139,3139,443,TCP,HTTPS
3140,3140,443,UDP,HTTPS
3141,3141,443,UDP,HTTPS
3142,3142,443,TCP,HTTPS
3143,3143,443,TCP,HTTPS
3144,3144,80,TCP,HTTP
3145,3145,80,TCP,HTTP
3146,3146,443,TCP,HTTPS
3147,3147,443,TCP,HTTPS
3148,3148,443,TCP,HTTPS
3149,3149,443,TCP,HTTPS
3150,3150,443,TCP,HTTPS
3151,3151,443,TCP,HTTPS
3152,3152,443,UDP,HTTPS
3153,3153,443,UDP,HTTPS
3154,3154,443,TCP,HTTPS
3155,3155,443,TCP,HTTPS
3156,3156,5222,TCP,XMPP
3157,3157,5222,TCP,XMPP
3158,3158,443,TCP,HTTPS
3159,3159,443,TCP,HTTPS
3160,3160,5222,TCP,XMPP
3161,3161,5222,TCP,XMPP
3162,3162,443,TCP,HTTPS
3163,3163,443,TCP,HTTPS
3164,3164,443,TCP,HTTPS
3165,3165,443,TCP,HTTPS
3166,3166,80,TCP,HTTP
3167,3167,80,TCP,HTTP
3168,3168,80,TCP,HTTP
3169,3169,80,TCP,HTTP
3170,3170,443,TCP,HTTPS
3171,3171,443,TCP,HTTPS
3172,3172,443,TCP,HTTPS
3173,3173,443,TCP,HTTPS
3174,3174,443,UDP,HTTPS
3175,3175,443,UDP,HTTPS
3176,3176,443,TCP,HTTPS
3177,3177,443,TCP,HTTPS
3178,3178,443,TCP,HTTPS
3179,3179,443,TCP,HTTPS
3180,3180,443,TCP,HTTPS
3181,3181,443,TCP,HTTPS
3182,3182,443,TCP,HTTPS
3183,3183,443,TCP,HTTPS
3184,3184,443,TCP,HTTPS
3185,3185,443,TCP,HTTPS
3186,3186,443,UDP,HTTPS
3187,3187,443,UDP,HTTPS
3188,3188,443,TCP,HTTPS
3189,3189,443,TCP,HTTPS
3190,3190,443,TCP,HTTPS
3191,3191,443,TCP,HTTPS
3192,3192,443,UDP,HTTPS
3193,3193,443,UDP,HTTPS
3194,3194,443,TCP,HTTPS
3195,3195,443,TCP,HTTPS
3196,3196,443,TCP,HTTPS
3197,3197,443,TCP,HTTPS
3198,3198,443,TCP,HTTPS
3199,3199,443,TCP,HTTPS
3200,3200,443,TCP,HTTPS
3201,3201,443,TCP,HTTPS
3202,3202,5222,TCP,XMPP
3203,3203,5222,TCP,XMPP
3204,3204,443,UDP,HTTPS
3205,3205,443,UDP,HTTPS
3206,3206,443,TCP,HTTPS
3207,3207,443,TCP,HTTPS
3208,3208,443,UDP,HTTPS
3209,3209,443,UDP,HTTPS
3210,3210,443,TCP,HTTPS
3211,3211,443,TCP,HTTPS
3212,3212,443,TCP,HTTPS
3213,3213,443,TCP,HTTPS
3214,3214,443,TCP,HTTPS
3215,3215,443,TCP,HTTPS
3216,3216,443,TCP,HTTPS
3217,3217,443,TCP,HTTPS
3218,3218,443,TCP,HTTPS
3219,3219,443,TCP,HTTPS
3220,3220,443,TCP,HTTPS
3221,3221,443,TCP,HTTPS
3222,3222,443,TCP,HTTPS
3223,3223,443,TCP,HTTPS
3224,3224,443,UDP,HTTPS
3225,3225,443,UDP,HTTPS
3226,3226,443,UDP,HTTPS
3227,3227,443,UDP,HTTPS
3228,3228,443,TCP,HTTPS
3229,3229,443,TCP,HTTPS
3230,3230,443,TCP,HTTPS
3231,3231,443,TCP,HTTPS
3232,3232,443,TCP,HTTPS
