Unnamed: 0,DESTPORT,PROTOCOL,SERVICE,INDEX_COLUMN
4719,443,TCP,HTTPS,4719
4720,443,UDP,HTTPS,4720
4721,21,TCP,FTP,4721
4722,53,UDP,DNS,4722
4723,80,TCP,HTTP,4723
4724,443,TCP,HTTPS,4724
4725,443,TCP,HTTPS,4725
4726,443,TCP,HTTPS,4726
4727,21,TCP,FTP,4727
4728,443,TCP,HTTPS,4728
4729,443,TCP,HTTPS,4729
4730,443,TCP,HTTPS,4730
4731,80,TCP,HTTP,4731
4732,443,TCP,HTTPS,4732
4733,443,TCP,HTTPS,4733
4734,53,UDP,DNS,4734
4735,443,TCP,HTTPS,4735
4736,443,TCP,HTTPS,4736
4737,53,UDP,DNS,4737
4738,443,TCP,HTTPS,4738
4739,443,TCP,HTTPS,4739
4740,443,TCP,HTTPS,4740
4741,443,TCP,HTTPS,4741
4742,443,TCP,HTTPS,4742
4743,21,TCP,FTP,4743
4744,443,TCP,HTTPS,4744
4745,443,TCP,HTTPS,4745
4746,443,TCP,HTTPS,4746
4747,80,TCP,HTTP,4747
4748,5222,TCP,XMPP,4748
4749,443,TCP,HTTPS,4749
4750,443,TCP,HTTPS,4750
4751,443,TCP,HTTPS,4751
4752,53,UDP,DNS,4752
4753,443,TCP,HTTPS,4753
4754,443,TCP,HTTPS,4754
4755,443,TCP,HTTPS,4755
4756,80,TCP,HTTP,4756
4757,80,TCP,HTTP,4757
4758,443,TCP,HTTPS,4758
4759,443,TCP,HTTPS,4759
4760,80,TCP,HTTP,4760
4761,443,TCP,HTTPS,4761
4762,445,TCP,MDS,4762
4763,443,TCP,HTTPS,4763
4764,443,TCP,HTTPS,4764
4765,443,TCP,HTTPS,4765
4766,443,UDP,HTTPS,4766
4767,443,TCP,HTTPS,4767
4768,443,TCP,HTTPS,4768
4769,21,TCP,FTP,4769
4770,80,TCP,HTTP,4770
4771,443,TCP,HTTPS,4771
4772,53,UDP,DNS,4772
4773,443,TCP,HTTPS,4773
4774,443,TCP,HTTPS,4774
4775,80,TCP,HTTP,4775
4776,3389,TCP,ZABBIX,4776
4777,21,TCP,FTP,4777
4778,3128,TCP,HTTP,4778
4779,443,TCP,HTTPS,4779
4780,443,TCP,HTTPS,4780
4781,443,TCP,HTTPS,4781
4782,443,TCP,HTTPS,4782
4783,443,TCP,HTTPS,4783
4784,443,TCP,HTTPS,4784
4785,5222,TCP,XMPP,4785
4786,21,TCP,FTP,4786
4787,53,UDP,DNS,4787
4788,443,TCP,HTTPS,4788
4789,53,UDP,DNS,4789
4790,21,TCP,FTP,4790
4791,443,TCP,HTTPS,4791
4792,443,TCP,HTTPS,4792
4793,443,TCP,HTTPS,4793
4794,80,TCP,HTTP,4794
4795,80,TCP,HTTP,4795
4796,443,TCP,HTTPS,4796
4797,443,TCP,HTTPS,4797
4798,21,TCP,FTP,4798
4799,443,TCP,HTTPS,4799
4800,443,TCP,HTTPS,4800
4801,53,UDP,DNS,4801
4802,80,TCP,HTTP,4802
4803,443,TCP,HTTPS,4803
4804,53,UDP,DNS,4804
4805,443,TCP,HTTPS,4805
4806,443,TCP,HTTPS,4806
4807,443,TCP,HTTPS,4807
4808,53,UDP,DNS,4808
4809,443,TCP,HTTPS,4809
4810,443,TCP,HTTPS,4810
4811,53,UDP,DNS,4811
4812,443,TCP,HTTPS,4812
4813,80,TCP,HTTP,4813
4814,443,TCP,HTTPS,4814
4815,443,TCP,HTTPS,4815
4816,80,TCP,HTTP,4816
4817,443,TCP,HTTPS,4817
4818,443,TCP,HTTPS,4818
4819,443,TCP,HTTPS,4819
4820,443,TCP,HTTPS,4820
4821,21,TCP,FTP,4821
4822,443,TCP,HTTPS,4822
4823,53,UDP,DNS,4823
4824,21,TCP,FTP,4824
4825,443,TCP,HTTPS,4825
4826,443,TCP,HTTPS,4826
4827,500,UDP,DNS,4827
4828,443,TCP,HTTPS,4828
4829,443,TCP,HTTPS,4829
4830,443,TCP,HTTPS,4830
4831,443,TCP,HTTPS,4831
4832,443,TCP,HTTPS,4832
4833,80,TCP,HTTP,4833
4834,53,UDP,DNS,4834
4835,6969,TCP,ACMSODA,4835
4836,443,TCP,HTTPS,4836
4837,443,TCP,HTTPS,4837
4838,22,TCP,SSH,4838
4839,443,TCP,HTTPS,4839
4840,443,TCP,HTTPS,4840
4841,443,UDP,HTTPS,4841
4842,443,TCP,HTTPS,4842
4843,443,TCP,HTTPS,4843
4844,80,TCP,HTTP,4844
4845,80,TCP,HTTP,4845
4846,443,TCP,HTTPS,4846
4847,443,TCP,HTTPS,4847
4848,443,TCP,HTTPS,4848
4849,10051,UDP,VNC,4849
4850,443,TCP,HTTPS,4850
4851,443,TCP,HTTPS,4851
4852,443,TCP,HTTPS,4852
4853,443,TCP,HTTPS,4853
4854,443,UDP,HTTPS,4854
4855,443,TCP,HTTPS,4855
4856,443,UDP,HTTPS,4856
4857,80,TCP,HTTP,4857
4858,443,TCP,HTTPS,4858
4859,443,TCP,HTTPS,4859
4860,443,TCP,HTTPS,4860
4861,3128,TCP,HTTP,4861
4862,443,TCP,HTTPS,4862
4863,443,TCP,HTTPS,4863
4864,443,TCP,HTTPS,4864
4865,443,TCP,HTTPS,4865
4866,80,TCP,HTTP,4866
4867,443,TCP,HTTPS,4867
4868,80,TCP,HTTP,4868
4869,443,TCP,HTTPS,4869
4870,6969,TCP,VNC,4870
4871,9100,TCP,HPSERVICE,4871
4872,443,TCP,HTTPS,4872
4873,80,TCP,HTTP,4873
4874,21,TCP,FTP,4874
4875,443,TCP,HTTPS,4875
4876,53,UDP,DNS,4876
4877,80,TCP,HTTP,4877
4878,3689,UDP,SIP,4878
4879,53,UDP,DNS,4879
4880,443,TCP,HTTPS,4880
4881,80,UDP,HTTP,4881
4882,443,TCP,HTTPS,4882
4883,80,TCP,HTTP,4883
4884,53,UDP,DNS,4884
4885,21,TCP,FTP,4885
4886,53,UDP,DNS,4886
4887,443,TCP,HTTPS,4887
4888,443,TCP,HTTPS,4888
4889,443,TCP,HTTPS,4889
4890,443,TCP,HTTPS,4890
4891,443,TCP,HTTPS,4891
4892,21,UDP,SIP,4892
4893,443,TCP,HTTPS,4893
4894,443,TCP,HTTPS,4894
4895,443,TCP,HTTPS,4895
4896,443,TCP,HTTPS,4896
4897,443,TCP,HTTPS,4897
4898,161,UDP,SNMP,4898
4899,22,TCP,ACMSODA,4899
4900,443,TCP,HTTPS,4900
4901,53,UDP,DNS,4901
4902,443,TCP,HTTPS,4902
4903,443,TCP,HTTPS,4903
4904,443,TCP,HTTPS,4904
4905,443,TCP,HTTPS,4905
4906,443,TCP,HTTPS,4906
4907,443,TCP,HTTPS,4907
4908,443,TCP,HTTPS,4908
4909,21,TCP,FTP,4909
4910,53,UDP,DNS,4910
4911,21,TCP,FTP,4911
4912,443,TCP,HTTPS,4912
4913,53,UDP,DNS,4913
4914,443,TCP,HTTPS,4914
4915,443,TCP,HTTPS,4915
4916,443,TCP,HTTPS,4916
4917,53,UDP,DNS,4917
4918,443,TCP,HTTPS,4918
4919,443,TCP,HTTPS,4919
4920,443,TCP,HTTPS,4920
4921,53,UDP,DNS,4921
4922,21,TCP,FTP,4922
4923,443,TCP,HTTPS,4923
4924,443,TCP,HTTPS,4924
4925,53,UDP,DNS,4925
4926,443,TCP,HTTPS,4926
4927,443,TCP,HTTPS,4927
4928,53,UDP,DNS,4928
4929,443,TCP,HTTPS,4929
4930,21,TCP,FTP,4930
4931,443,TCP,HTTPS,4931
4932,443,TCP,HTTPS,4932
4933,443,TCP,HTTPS,4933
4934,443,TCP,HTTPS,4934
4935,443,TCP,HTTPS,4935
4936,443,TCP,HTTPS,4936
4937,443,TCP,HTTPS,4937
4938,443,TCP,HTTPS,4938
4939,443,TCP,HTTPS,4939
4940,443,TCP,HTTPS,4940
4941,443,TCP,HTTPS,4941
4942,53,UDP,DNS,4942
4943,443,TCP,HTTPS,4943
4944,443,TCP,HTTPS,4944
4945,443,TCP,HTTPS,4945
4946,443,TCP,HTTPS,4946
4947,443,TCP,HTTPS,4947
4948,53,UDP,DNS,4948
4949,21,TCP,FTP,4949
4950,80,TCP,HTTP,4950
4951,161,TCP,RDP,4951
4952,443,TCP,HTTPS,4952
4953,443,TCP,HTTPS,4953
4954,9100,TCP,HPSERVICE,4954
4955,443,TCP,HTTPS,4955
4956,3689,TCP,PGSQL,4956
4957,80,TCP,HTTP,4957
4958,443,TCP,HTTPS,4958
4959,443,TCP,HTTPS,4959
4960,443,TCP,HTTPS,4960
4961,443,TCP,HTTPS,4961
4962,21,TCP,FTP,4962
4963,23,UDP,SNMP,4963
4964,443,TCP,HTTPS,4964
4965,443,TCP,HTTPS,4965
4966,443,TCP,HTTPS,4966
4967,443,TCP,HTTPS,4967
4968,23,TCP,TELNET,4968
4969,443,TCP,HTTPS,4969
4970,443,TCP,HTTPS,4970
4971,3128,TCP,HTTP,4971
4972,443,UDP,HTTPS,4972
4973,443,UDP,HTTPS,4973
4974,21,TCP,FTP,4974
4975,443,TCP,HTTPS,4975
4976,161,UDP,SNMP,4976
4977,443,TCP,HTTPS,4977
4978,443,TCP,HTTPS,4978
4979,443,TCP,HTTPS,4979
4980,443,UDP,HTTPS,4980
4981,443,TCP,HTTPS,4981
4982,443,TCP,HTTPS,4982
4983,53,UDP,DNS,4983
4984,21,TCP,FTP,4984
4985,443,TCP,HTTPS,4985
4986,80,TCP,HTTP,4986
4987,53,UDP,DNS,4987
4988,443,TCP,HTTPS,4988
4989,443,TCP,HTTPS,4989
4990,443,TCP,HTTPS,4990
4991,443,TCP,HTTPS,4991
4992,443,TCP,HTTPS,4992
4993,80,TCP,HTTP,4993
4994,443,TCP,HTTPS,4994
4995,80,TCP,HTTP,4995
4996,443,TCP,HTTPS,4996
4997,443,TCP,HTTPS,4997
4998,443,TCP,HTTPS,4998
4999,443,UDP,HTTPS,4999
5000,443,TCP,HTTPS,5000
5001,443,TCP,HTTPS,5001
5002,443,TCP,HTTPS,5002
5003,9100,TCP,HPSERVICE,5003
5004,443,TCP,HTTPS,5004
5005,443,TCP,HTTPS,5005
5006,21,TCP,FTP,5006
5007,443,TCP,HTTPS,5007
5008,443,TCP,HTTPS,5008
5009,80,TCP,HTTP,5009
5010,53,UDP,DNS,5010
5011,443,TCP,HTTPS,5011
5012,443,TCP,HTTPS,5012
5013,443,TCP,HTTPS,5013
5014,443,TCP,HTTPS,5014
5015,443,TCP,HTTPS,5015
5016,443,TCP,HTTPS,5016
5017,443,TCP,HTTPS,5017
5018,80,TCP,HTTP,5018
5019,53,UDP,DNS,5019
5020,443,TCP,HTTPS,5020
5021,443,TCP,HTTPS,5021
5022,443,TCP,HTTPS,5022
5023,443,TCP,HTTPS,5023
5024,443,TCP,HTTPS,5024
5025,443,TCP,HTTPS,5025
5026,443,TCP,HTTPS,5026
5027,443,TCP,HTTPS,5027
5028,443,TCP,HTTPS,5028
5029,3128,TCP,HTTP,5029
5030,443,TCP,HTTPS,5030
5031,443,TCP,HTTPS,5031
5032,80,TCP,HTTP,5032
5033,443,TCP,HTTPS,5033
5034,5222,TCP,XMPP,5034
5035,443,TCP,HTTPS,5035
5036,443,TCP,HTTPS,5036
5037,443,TCP,HTTPS,5037
5038,3128,TCP,HTTP,5038
5039,10051,TCP,ZABBIX,5039
5040,5222,TCP,XMPP,5040
5041,443,TCP,HTTPS,5041
5042,443,TCP,HTTPS,5042
5043,443,TCP,HTTPS,5043
5044,443,TCP,HTTPS,5044
5045,53,UDP,DNS,5045
5046,443,TCP,HTTPS,5046
5047,443,TCP,HTTPS,5047
5048,443,TCP,HTTPS,5048
5049,21,TCP,FTP,5049
5050,443,TCP,HTTPS,5050
5051,3128,TCP,HTTP,5051
5052,443,TCP,HTTPS,5052
5053,443,TCP,HTTPS,5053
5054,443,TCP,HTTPS,5054
5055,443,TCP,HTTPS,5055
5056,443,TCP,HTTPS,5056
5057,443,TCP,HTTPS,5057
5058,53,UDP,DNS,5058
5059,3128,TCP,HTTP,5059
5060,443,TCP,HTTPS,5060
5061,443,TCP,HTTPS,5061
5062,993,UDP,HTTP,5062
5063,443,TCP,HTTPS,5063
5064,53,TCP,DNS,5064
5065,443,TCP,HTTPS,5065
5066,80,TCP,HTTP,5066
5067,443,TCP,HTTPS,5067
5068,80,TCP,HTTP,5068
5069,443,TCP,HTTPS,5069
5070,443,TCP,HTTPS,5070
5071,443,TCP,HTTPS,5071
5072,443,TCP,HTTPS,5072
5073,443,TCP,HTTPS,5073
5074,443,UDP,HTTPS,5074
5075,443,TCP,HTTPS,5075
5076,443,TCP,HTTPS,5076
5077,80,TCP,HTTP,5077
5078,443,TCP,HTTPS,5078
5079,80,TCP,HTTP,5079
5080,21,TCP,FTP,5080
5081,53,UDP,DNS,5081
5082,443,TCP,HTTPS,5082
5083,21,TCP,FTP,5083
5084,443,TCP,HTTPS,5084
5085,53,UDP,DNS,5085
5086,443,TCP,HTTPS,5086
5087,80,TCP,HTTP,5087
5088,443,TCP,HTTPS,5088
5089,443,TCP,HTTPS,5089
5090,443,TCP,HTTPS,5090
5091,53,UDP,DNS,5091
5092,443,TCP,HTTPS,5092
5093,443,TCP,HTTPS,5093
5094,443,TCP,HTTPS,5094
5095,443,TCP,HTTPS,5095
5096,443,TCP,HTTPS,5096
5097,443,TCP,HTTPS,5097
5098,3128,TCP,HTTP,5098
5099,443,TCP,HTTPS,5099
5100,443,TCP,HTTPS,5100
5101,443,TCP,HTTPS,5101
5102,443,TCP,HTTPS,5102
5103,53,UDP,DNS,5103
5104,21,TCP,FTP,5104
5105,443,TCP,HTTPS,5105
5106,443,TCP,HTTPS,5106
5107,443,TCP,HTTPS,5107
5108,443,TCP,HTTPS,5108
5109,53,UDP,DNS,5109
5110,443,TCP,HTTPS,5110
5111,443,TCP,HTTPS,5111
5112,443,TCP,HTTPS,5112
5113,443,TCP,HTTPS,5113
5114,53,UDP,DNS,5114
5115,443,TCP,HTTPS,5115
5116,23,TCP,ACMSODA,5116
5117,443,TCP,HTTPS,5117
5118,443,TCP,HTTPS,5118
5119,5061,TCP,IRDMI,5119
5120,443,TCP,HTTPS,5120
5121,443,TCP,HTTPS,5121
5122,443,TCP,HTTPS,5122
5123,443,TCP,HTTPS,5123
5124,443,TCP,HTTPS,5124
5125,443,TCP,HTTPS,5125
5126,53,UDP,DNS,5126
5127,443,TCP,HTTPS,5127
5128,443,TCP,HTTPS,5128
5129,53,UDP,DNS,5129
5130,443,TCP,HTTPS,5130
5131,443,TCP,HTTPS,5131
5132,443,TCP,HTTPS,5132
5133,443,TCP,HTTPS,5133
5134,443,TCP,HTTPS,5134
5135,443,TCP,HTTPS,5135
5136,443,TCP,HTTPS,5136
5137,80,TCP,HTTP,5137
5138,53,UDP,DNS,5138
5139,53,UDP,DNS,5139
5140,21,TCP,FTP,5140
5141,53,UDP,DNS,5141
5142,443,TCP,HTTPS,5142
5143,443,TCP,HTTPS,5143
5144,53,UDP,DNS,5144
5145,993,TCP,IMAP4,5145
5146,443,TCP,HTTPS,5146
5147,443,TCP,HTTPS,5147
5148,443,TCP,HTTPS,5148
5149,21,TCP,FTP,5149
5150,443,TCP,HTTPS,5150
5151,443,TCP,HTTPS,5151
5152,5222,TCP,XMPP,5152
5153,443,TCP,HTTPS,5153
5154,80,TCP,HTTP,5154
5155,53,UDP,DNS,5155
5156,443,TCP,HTTPS,5156
5157,443,TCP,HTTPS,5157
5158,443,TCP,HTTPS,5158
5159,443,TCP,HTTPS,5159
5160,443,TCP,HTTPS,5160
5161,443,TCP,HTTPS,5161
5162,443,TCP,HTTPS,5162
5163,443,TCP,HTTPS,5163
5164,21,TCP,FTP,5164
5165,80,TCP,HTTP,5165
5166,53,UDP,DNS,5166
5167,5222,TCP,XMPP,5167
5168,443,TCP,HTTPS,5168
5169,443,TCP,HTTPS,5169
5170,80,TCP,HTTP,5170
5171,443,TCP,HTTPS,5171
5172,443,TCP,HTTPS,5172
5173,443,TCP,HTTPS,5173
5174,6969,UDP,ACMSODA,5174
5175,443,TCP,HTTPS,5175
5176,443,TCP,HTTPS,5176
5177,443,TCP,HTTPS,5177
5178,5900,TCP,SIP,5178
5179,8080,TCP,PGSQL,5179
5180,443,TCP,HTTPS,5180
5181,443,TCP,HTTPS,5181
5182,443,TCP,HTTPS,5182
5183,5432,UDP,DAAPD,5183
5184,443,TCP,HTTPS,5184
5185,443,TCP,HTTPS,5185
5186,80,TCP,HTTP,5186
5187,443,TCP,HTTPS,5187
5188,53,UDP,DNS,5188
5189,443,TCP,HTTPS,5189
5190,80,TCP,HTTP,5190
5191,443,TCP,HTTPS,5191
5192,80,TCP,HTTP,5192
5193,443,TCP,HTTPS,5193
5194,443,TCP,HTTPS,5194
5195,443,TCP,HTTPS,5195
5196,443,UDP,HTTPS,5196
5197,53,UDP,DNS,5197
5198,443,TCP,HTTPS,5198
5199,443,TCP,HTTPS,5199
5200,443,TCP,HTTPS,5200
5201,443,TCP,HTTPS,5201
5202,443,TCP,HTTPS,5202
5203,443,TCP,HTTPS,5203
5204,443,TCP,HTTPS,5204
5205,5222,TCP,XMPP,5205
5206,443,TCP,HTTPS,5206
5207,161,UDP,SNMP,5207
5208,443,TCP,HTTPS,5208
5209,443,TCP,HTTPS,5209
5210,80,TCP,HTTP,5210
5211,443,TCP,HTTPS,5211
5212,53,UDP,DNS,5212
5213,443,TCP,HTTPS,5213
5214,80,TCP,HTTP,5214
5215,443,TCP,HTTPS,5215
5216,443,TCP,HTTPS,5216
5217,80,TCP,HTTP,5217
5218,443,TCP,HTTPS,5218
5219,53,UDP,DNS,5219
5220,443,TCP,HTTPS,5220
5221,443,TCP,HTTPS,5221
5222,443,TCP,HTTPS,5222
5223,443,TCP,HTTPS,5223
5224,21,TCP,FTP,5224
5225,53,UDP,DNS,5225
5226,80,TCP,HTTP,5226
5227,21,TCP,FTP,5227
5228,80,TCP,HTTP,5228
5229,53,UDP,DNS,5229
5230,80,TCP,HTTP,5230
5231,21,TCP,FTP,5231
5232,443,TCP,HTTPS,5232
5233,80,TCP,HTTP,5233
5234,53,UDP,DNS,5234
5235,10051,TCP,ZABBIX,5235
5236,80,TCP,HTTP,5236
5237,443,TCP,HTTPS,5237
5238,53,UDP,DNS,5238
5239,443,TCP,HTTPS,5239
5240,53,UDP,DNS,5240
5241,443,TCP,HTTPS,5241
5242,443,TCP,HTTPS,5242
5243,443,UDP,HTTPS,5243
5244,443,TCP,HTTPS,5244
5245,443,TCP,HTTPS,5245
5246,443,TCP,HTTPS,5246
5247,80,TCP,HTTP,5247
5248,443,TCP,HTTPS,5248
5249,53,UDP,DNS,5249
5250,443,TCP,HTTPS,5250
5251,443,TCP,HTTPS,5251
5252,443,TCP,HTTPS,5252
5253,443,TCP,HTTPS,5253
5254,443,TCP,HTTPS,5254
5255,53,UDP,DNS,5255
5256,80,TCP,HTTP,5256
5257,80,TCP,HTTP,5257
5258,443,TCP,HTTPS,5258
5259,443,TCP,HTTPS,5259
5260,443,TCP,HTTPS,5260
5261,443,UDP,HTTPS,5261
5262,5222,TCP,XMPP,5262
5263,443,TCP,HTTPS,5263
5264,443,TCP,HTTPS,5264
5265,443,TCP,HTTPS,5265
5266,53,UDP,DNS,5266
5267,443,TCP,HTTPS,5267
5268,443,TCP,HTTPS,5268
5269,443,TCP,HTTPS,5269
5270,53,UDP,DNS,5270
5271,5900,TCP,HTTPS,5271
5272,53,UDP,DNS,5272
5273,80,TCP,HTTP,5273
5274,80,TCP,HTTP,5274
5275,443,TCP,HTTPS,5275
5276,5222,TCP,XMPP,5276
5277,53,UDP,DNS,5277
5278,443,UDP,HTTPS,5278
5279,443,UDP,HTTPS,5279
5280,443,UDP,HTTPS,5280
5281,21,TCP,FTP,5281
5282,53,UDP,DNS,5282
5283,443,UDP,HTTPS,5283
5284,443,TCP,HTTPS,5284
5285,443,TCP,HTTPS,5285
5286,21,TCP,FTP,5286
5287,443,TCP,HTTPS,5287
5288,443,TCP,HTTPS,5288
5289,5061,TCP,DAAPD,5289
5290,443,TCP,HTTPS,5290
5291,3128,TCP,ACMSODA,5291
5292,443,TCP,HTTPS,5292
5293,443,TCP,HTTPS,5293
5294,443,TCP,HTTPS,5294
5295,443,TCP,HTTPS,5295
5296,443,TCP,HTTPS,5296
5297,53,UDP,DNS,5297
5298,443,TCP,HTTPS,5298
5299,22,TCP,SSH,5299
5300,443,TCP,HTTPS,5300
5301,443,TCP,HTTPS,5301
5302,443,TCP,HTTPS,5302
5303,443,TCP,HTTPS,5303
5304,443,TCP,HTTPS,5304
5305,53,UDP,DNS,5305
5306,443,TCP,HTTPS,5306
5307,443,TCP,HTTPS,5307
5308,443,TCP,HTTPS,5308
5309,443,TCP,HTTPS,5309
5310,443,TCP,HTTPS,5310
5311,443,TCP,HTTPS,5311
5312,53,UDP,DNS,5312
5313,443,TCP,HTTPS,5313
5314,443,TCP,HTTPS,5314
5315,443,TCP,HTTPS,5315
5316,993,TCP,IMAP4,5316
5317,443,TCP,HTTPS,5317
5318,443,TCP,HTTPS,5318
5319,53,UDP,DNS,5319
5320,443,TCP,HTTPS,5320
5321,443,TCP,HTTPS,5321
5322,443,UDP,HTTPS,5322
5323,443,TCP,HTTPS,5323
5324,443,TCP,HTTPS,5324
5325,21,TCP,FTP,5325
5326,443,TCP,HTTPS,5326
5327,8080,UDP,NETBIOS,5327
5328,53,UDP,DNS,5328
5329,80,TCP,HTTP,5329
5330,53,UDP,DNS,5330
5331,443,TCP,HTTPS,5331
5332,443,TCP,HTTPS,5332
5333,443,TCP,HTTPS,5333
5334,443,TCP,HTTPS,5334
5335,53,UDP,DNS,5335
5336,80,TCP,HTTP,5336
5337,443,TCP,HTTPS,5337
5338,443,TCP,HTTPS,5338
5339,443,TCP,HTTPS,5339
5340,10051,TCP,ZABBIX,5340
5341,443,TCP,HTTPS,5341
5342,443,TCP,HTTPS,5342
5343,443,TCP,HTTPS,5343
5344,443,TCP,HTTPS,5344
5345,443,TCP,HTTPS,5345
5346,443,TCP,HTTPS,5346
5347,80,TCP,HTTP,5347
5348,443,TCP,HTTPS,5348
5349,443,TCP,HTTPS,5349
5350,53,UDP,DNS,5350
5351,80,TCP,HTTP,5351
5352,443,TCP,HTTPS,5352
5353,443,TCP,HTTPS,5353
5354,443,TCP,HTTPS,5354
5355,443,TCP,HTTPS,5355
5356,443,TCP,HTTPS,5356
5357,443,TCP,HTTPS,5357
5358,443,TCP,HTTPS,5358
5359,443,UDP,HTTPS,5359
5360,443,TCP,HTTPS,5360
5361,443,TCP,HTTPS,5361
5362,443,TCP,HTTPS,5362
5363,443,TCP,HTTPS,5363
5364,443,TCP,HTTPS,5364
5365,6969,UDP,ACMSODA,5365
5366,443,TCP,HTTPS,5366
5367,443,TCP,HTTPS,5367
5368,3128,TCP,HTTP,5368
5369,443,TCP,HTTPS,5369
5370,443,TCP,HTTPS,5370
5371,80,TCP,HTTP,5371
5372,53,UDP,DNS,5372
5373,53,UDP,DNS,5373
5374,443,TCP,HTTPS,5374
5375,5222,TCP,XMPP,5375
5376,443,TCP,HTTPS,5376
5377,443,TCP,HTTPS,5377
5378,443,TCP,HTTPS,5378
5379,443,TCP,HTTPS,5379
5380,21,TCP,FTP,5380
5381,443,TCP,HTTPS,5381
5382,443,TCP,HTTPS,5382
5383,443,TCP,HTTPS,5383
5384,443,TCP,HTTPS,5384
5385,443,TCP,HTTPS,5385
5386,3128,TCP,HTTP,5386
5387,443,TCP,HTTPS,5387
5388,443,TCP,HTTPS,5388
5389,443,TCP,HTTPS,5389
5390,53,UDP,DNS,5390
5391,443,TCP,HTTPS,5391
5392,6969,UDP,ACMSODA,5392
5393,443,TCP,HTTPS,5393
5394,443,TCP,HTTPS,5394
5395,3128,TCP,HTTP,5395
5396,443,TCP,HTTPS,5396
5397,3128,TCP,HTTP,5397
5398,443,TCP,HTTPS,5398
5399,443,TCP,HTTPS,5399
5400,443,TCP,HTTPS,5400
5401,53,UDP,DNS,5401
5402,80,TCP,HTTP,5402
5403,443,TCP,HTTPS,5403
5404,8080,TCP,ICAP,5404
5405,443,TCP,HTTPS,5405
5406,443,TCP,HTTPS,5406
5407,443,TCP,HTTPS,5407
5408,443,TCP,HTTPS,5408
5409,80,TCP,HTTP,5409
5410,443,TCP,HTTPS,5410
5411,3128,TCP,HTTP,5411
5412,443,TCP,HTTPS,5412
5413,53,UDP,DNS,5413
5414,443,TCP,HTTPS,5414
5415,53,UDP,DNS,5415
5416,443,TCP,HTTPS,5416
5417,3689,TCP,FTP,5417
5418,443,TCP,HTTPS,5418
5419,21,UDP,ACMSODA,5419
5420,21,TCP,FTP,5420
5421,80,TCP,HTTP,5421
5422,443,TCP,HTTPS,5422
5423,443,TCP,HTTPS,5423
5424,443,TCP,HTTPS,5424
5425,443,UDP,HTTPS,5425
5426,443,TCP,HTTPS,5426
5427,443,TCP,HTTPS,5427
5428,443,TCP,HTTPS,5428
5429,443,TCP,HTTPS,5429
5430,443,TCP,HTTPS,5430
5431,443,TCP,HTTPS,5431
5432,443,TCP,HTTPS,5432
5433,443,TCP,HTTPS,5433
5434,443,TCP,HTTPS,5434
5435,443,TCP,HTTPS,5435
5436,53,UDP,DNS,5436
5437,443,TCP,HTTPS,5437
5438,443,TCP,HTTPS,5438
5439,80,TCP,HTTP,5439
5440,443,TCP,HTTPS,5440
5441,5222,TCP,XMPP,5441
5442,443,TCP,HTTPS,5442
5443,53,UDP,DNS,5443
5444,443,TCP,HTTPS,5444
5445,443,TCP,HTTPS,5445
5446,53,UDP,DNS,5446
5447,21,TCP,FTP,5447
5448,443,TCP,HTTPS,5448
5449,443,TCP,HTTPS,5449
5450,6969,UDP,ACMSODA,5450
5451,53,UDP,DNS,5451
5452,80,TCP,HTTP,5452
5453,53,UDP,DNS,5453
5454,443,TCP,HTTPS,5454
5455,443,TCP,HTTPS,5455
5456,443,UDP,HTTPS,5456
5457,443,TCP,HTTPS,5457
5458,21,TCP,FTP,5458
5459,8080,UDP,SIP,5459
5460,443,TCP,HTTPS,5460
5461,443,TCP,HTTPS,5461
5462,443,TCP,HTTPS,5462
5463,443,TCP,HTTPS,5463
5464,443,TCP,HTTPS,5464
5465,443,UDP,HTTPS,5465
5466,53,UDP,DNS,5466
5467,80,TCP,HTTP,5467
5468,443,TCP,HTTPS,5468
5469,5222,TCP,XMPP,5469
5470,443,TCP,HTTPS,5470
5471,443,TCP,HTTPS,5471
5472,443,TCP,HTTPS,5472
5473,53,UDP,DNS,5473
5474,443,TCP,HTTPS,5474
5475,80,TCP,HTTP,5475
5476,443,TCP,HTTPS,5476
5477,443,TCP,HTTPS,5477
5478,80,TCP,HTTP,5478
5479,443,TCP,HTTPS,5479
5480,443,TCP,HTTPS,5480
5481,53,UDP,DNS,5481
5482,443,TCP,HTTPS,5482
5483,443,TCP,HTTPS,5483
5484,443,TCP,HTTPS,5484
5485,53,UDP,DNS,5485
5486,53,UDP,DNS,5486
5487,443,TCP,HTTPS,5487
5488,443,TCP,HTTPS,5488
5489,443,TCP,HTTPS,5489
5490,21,TCP,FTP,5490
5491,443,TCP,HTTPS,5491
5492,80,TCP,HTTP,5492
5493,443,TCP,HTTPS,5493
5494,53,UDP,DNS,5494
5495,53,UDP,DNS,5495
5496,443,TCP,HTTPS,5496
5497,443,UDP,HTTPS,5497
5498,443,TCP,HTTPS,5498
5499,10051,TCP,ZABBIX,5499
5500,443,TCP,HTTPS,5500
5501,443,TCP,HTTPS,5501
5502,6969,UDP,ACMSODA,5502
5503,443,TCP,HTTPS,5503
5504,443,TCP,HTTPS,5504
5505,443,TCP,HTTPS,5505
5506,137,TCP,SIP,5506
5507,443,TCP,HTTPS,5507
5508,443,TCP,HTTPS,5508
5509,443,TCP,HTTPS,5509
5510,443,TCP,HTTPS,5510
